HID	PA
45197	1
45198	1
45199	1
45255	0
45256	0
45257	0
45258	0
45259	0
45260	0
45261	0
45262	0
45263	0
45264	0
45265	0
45275	1
45276	1
45277	1
45280	1
45336	0
45337	0
45338	0
45339	0
45340	0
45341	0
45342	0
45343	0
45344	0
45345	0
45346	0
45355	1
45356	1
45357	1
45360	1
45361	1
45417	0
45418	0
45419	0
45420	0
45421	0
45422	0
45423	0
45424	0
45425	0
45426	0
45427	0
45437	1
45438	1
45442	1
45499	0
45500	0
45501	0
45502	0
45503	0
45504	0
45505	0
45506	0
45507	0
45508	0
45509	0
45518	1
45519	1
45520	1
45580	0
45581	0
45582	0
45583	0
45584	0
45585	0
45586	0
45587	0
45588	0
45589	0
45599	1
45600	1
45604	1
45661	0
45662	0
45663	0
45664	0
45665	0
45666	0
45667	0
45668	0
45669	0
45670	0
45671	0
45680	1
45682	1
45743	0
45744	0
45745	0
45746	0
45747	0
45748	0
45749	0
45750	0
45751	0
45752	0
45753	0
45763	1
45824	0
45825	0
45826	0
45827	0
45828	0
45829	0
45830	0
45831	0
45832	0
45833	0
45847	1
45905	0
45906	0
45907	0
45908	0
45909	0
45910	0
45911	0
45912	0
45913	0
45914	0
45915	0
45928	1
45987	0
45988	0
45989	0
45990	0
45991	0
45992	0
45993	0
45994	0
45995	0
45996	0
46067	0
46068	0
46069	0
46070	0
46071	0
46072	0
46073	0
46074	0
46075	0
46076	0
46090	1
46149	0
46150	0
46151	0
46152	0
46153	0
46154	0
46155	0
46156	0
46157	0
46158	0
46161	0
46171	1
46231	0
46232	0
46233	0
46234	0
46235	0
46236	0
46237	0
46238	0
46239	0
46242	0
46243	0
46252	1
46312	0
46313	0
46314	0
46315	0
46316	0
46317	0
46318	0
46319	0
46320	0
46322	0
46323	0
46333	1
46394	0
46395	0
46396	0
46397	0
46398	0
46399	0
46400	0
46401	0
46402	0
46403	0
46404	0
46405	0
46414	1
46476	0
46477	0
46478	0
46479	0
46480	0
46481	0
46482	0
46483	0
46484	0
46485	0
46486	0
46495	1
46557	0
46558	0
46559	0
46560	0
46561	0
46562	0
46563	0
46564	0
46565	0
46566	0
46567	0
46576	1
46639	0
46640	0
46641	0
46642	0
46643	0
46644	0
46645	0
46646	0
46647	0
46648	0
46657	1
46721	0
46722	0
46723	0
46724	0
46725	0
46726	0
46727	0
46728	0
46729	0
46730	0
46738	1
46802	0
46803	0
46804	0
46805	0
46806	0
46807	0
46808	0
46809	0
46810	0
46819	1
46884	0
46885	0
46886	0
46887	0
46888	0
46889	0
46890	0
46891	0
46892	0
46900	1
46966	0
46967	0
46968	0
46969	0
46970	0
46971	0
46972	0
46973	0
47047	0
47048	0
47049	0
47050	0
47051	0
47052	0
47053	0
47129	0
47130	0
47131	0
47132	0
47133	0
47134	0
47211	0
47212	0
47213	0
47214	0
47215	0
47292	0
47293	0
47294	0
47295	0
47374	0
47375	0
47376	0
47456	0
