HID	PA
7250	1
7251	1
7252	1
7253	1
7254	1
7255	1
7256	1
7257	1
7258	1
7259	1
7260	1
7261	1
7262	1
7263	1
7264	1
7280	0
7281	0
7282	0
7283	0
7284	0
7330	0
7332	1
7333	1
7334	1
7335	1
7336	1
7337	1
7338	1
7339	1
7340	1
7341	1
7342	1
7343	1
7344	1
7345	1
7346	1
7361	0
7362	0
7363	0
7364	0
7365	0
7366	0
7413	1
7414	1
7415	1
7416	1
7417	1
7418	1
7419	1
7420	1
7421	1
7422	1
7423	1
7424	1
7426	1
7442	0
7443	0
7444	0
7445	0
7446	0
7490	0
7493	1
7494	1
7495	1
7496	1
7497	1
7498	1
7499	1
7500	1
7501	1
7502	1
7503	1
7504	1
7505	1
7506	1
7507	1
7524	0
7525	0
7526	0
7527	0
7528	0
7572	0
7573	0
7574	0
7575	1
7576	1
7577	1
7578	1
7579	1
7580	1
7581	1
7582	1
7583	1
7584	1
7585	1
7586	1
7587	1
7606	0
7607	0
7608	0
7609	0
7652	0
7653	0
7654	0
7655	0
7656	1
7657	1
7658	1
7659	1
7660	1
7661	1
7662	1
7663	1
7664	1
7665	1
7666	1
7687	0
7688	0
7689	0
7690	0
7734	0
7735	0
7736	0
7737	0
7738	1
7739	1
7740	1
7741	1
7742	1
7743	1
7744	1
7745	1
7746	1
7747	1
7748	1
7749	1
7750	1
7769	1
7770	0
7771	0
7772	0
7815	0
7816	0
7817	0
7818	0
7819	0
7820	1
7821	1
7822	1
7824	1
7825	1
7826	1
7827	1
7828	1
7829	1
7830	1
7850	1
7851	1
7852	0
7853	0
7896	0
7897	0
7898	0
7899	0
7900	0
7901	1
7902	1
7903	1
7904	1
7905	1
7906	1
7907	1
7908	1
7909	1
7910	1
7911	1
7912	0
7931	1
7977	0
7978	0
7979	0
7980	0
7981	0
7982	1
7983	1
7984	1
7985	1
7986	1
7987	1
7988	1
7989	1
7990	1
7991	1
7992	1
7993	1
7994	0
8059	0
8060	0
8061	0
8062	0
8063	0
8064	1
8065	1
8066	1
8067	1
8068	1
8069	1
8070	1
8071	1
8072	1
8073	1
8075	0
8076	0
8140	0
8141	0
8142	0
8143	0
8144	1
8145	1
8146	1
8147	1
8148	1
8149	1
8150	1
8151	1
8152	1
8153	1
8155	1
8156	0
8157	0
8222	0
8223	0
8224	0
8225	1
8226	1
8227	1
8228	1
8229	1
8230	1
8231	1
8232	1
8233	1
8234	1
8237	0
8238	0
8304	0
8305	0
8306	0
8307	1
8308	1
8309	1
8310	1
8311	1
8312	1
8313	1
8314	1
8315	1
8318	0
8319	0
8320	0
8384	0
8386	0
8387	0
8388	1
8389	1
8390	1
8391	1
8392	1
8393	1
8394	1
8395	1
8399	0
8401	0
8467	0
8468	0
8469	0
8470	1
8471	1
8472	1
8473	1
8474	1
8475	1
8476	1
8547	0
8548	0
8549	0
8550	0
8551	0
8552	1
8553	1
8554	1
8555	1
8556	1
8557	1
8628	0
8629	0
8630	0
8631	0
8632	0
8633	1
8634	1
8635	1
8636	1
8637	1
8638	1
8709	0
8710	0
8711	0
8712	0
8713	0
8714	1
8715	1
8716	1
8717	1
8718	1
8719	1
8791	0
8792	0
8793	0
8794	0
8795	0
8796	1
8797	1
8798	1
8799	1
8800	1
8872	0
8873	0
8874	0
8875	0
8876	1
8877	1
8878	1
8879	1
8880	1
8954	0
8955	0
8956	0
8957	1
8958	1
8959	1
8960	1
8961	1
8962	1
8972	0
8973	0
9036	0
9037	0
9038	0
9039	1
9040	1
9041	1
9042	1
9043	1
9053	0
9054	0
9055	0
9116	0
9117	0
9118	0
9119	0
9120	1
9121	1
9122	1
9123	1
9134	0
9135	0
9136	0
9198	0
9199	0
9200	0
9201	0
9202	1
9203	1
9204	1
9205	1
9215	0
9216	0
9217	0
9218	1
9279	0
9280	0
9281	0
9282	0
9283	0
9284	1
9285	1
9286	1
9297	0
9298	0
9299	0
9300	0
9360	0
9361	0
9362	0
9363	0
9364	1
9365	1
9366	1
9367	1
9377	0
9378	0
9379	0
9380	1
9384	0
9441	0
9442	0
9443	0
9444	0
9445	0
9446	1
9447	1
9448	1
9458	0
9459	0
9460	0
9461	0
9462	0
9465	1
9523	0
9524	0
9526	0
9527	1
9528	1
9529	1
9540	0
9541	0
9542	0
9543	0
9547	0
9604	0
9605	0
9606	0
9607	0
9608	1
9609	1
9610	1
9621	0
9622	0
9623	0
9624	0
9627	1
9628	0
9686	0
9688	0
9689	1
9690	1
9691	1
9692	1
9702	0
9703	0
9704	0
9705	0
9706	0
9709	0
9710	0
9768	0
9769	0
9770	0
9771	1
9772	1
9773	1
9774	1
9784	0
9785	0
9786	0
9787	0
9790	0
9791	0
9848	0
9849	0
9850	0
9851	0
9852	1
9853	1
9854	1
9864	0
9865	0
9866	0
9867	0
9868	0
9871	0
9872	0
9930	0
9931	0
9932	0
9933	0
9934	0
9935	1
9936	1
9946	0
9947	0
9948	0
9949	0
9950	0
9952	0
9953	0
9954	0
10011	0
10012	0
10013	0
10014	0
10015	0
10016	1
10017	1
10027	0
10028	0
10029	0
10030	0
10031	0
10032	0
10033	0
10034	0
10035	0
10092	0
10093	0
10094	0
10095	0
10096	0
10097	1
10098	1
10107	1
10108	0
10109	0
10110	0
10111	0
10112	0
10113	0
10114	0
10115	0
10116	0
10173	0
10174	0
10175	0
10176	0
10177	0
10178	1
10179	1
10189	0
10190	0
10191	0
10192	0
10193	0
10194	0
10195	0
10196	0
10197	0
10198	0
10255	0
10256	0
10257	0
10258	0
10259	0
10260	1
10261	1
10270	0
10271	0
10272	0
10273	0
10274	0
10275	0
10276	0
10277	0
10278	0
10279	0
10336	0
10337	0
10338	0
10339	0
10340	1
10341	1
10342	1
10351	0
10352	0
10353	0
10354	0
10356	0
10357	0
10358	0
10359	0
10360	0
10418	0
10419	0
10420	0
10421	0
10422	1
10423	1
10424	0
10433	0
10434	0
10435	0
10438	0
10439	0
10440	0
10441	0
10442	1
10500	0
10501	0
10502	0
10503	0
10504	1
10505	0
10506	0
10514	0
10515	0
10516	0
10520	0
10521	0
10522	0
10523	0
10524	0
10581	0
10582	0
10583	0
10584	0
10585	1
10586	0
10587	0
10595	0
10596	0
10597	0
10601	0
10602	0
10603	0
10604	1
10662	0
10663	0
10664	0
10665	0
10666	0
10667	0
10668	0
10669	0
10677	0
10678	0
10683	0
10684	0
10685	0
10686	1
10687	0
10688	0
10744	0
10745	0
10746	0
10747	0
10748	0
10749	0
10750	0
10758	0
10759	0
10764	0
10765	0
10766	0
10767	1
10768	0
10769	0
10824	0
10825	0
10826	0
10827	0
10828	0
10829	0
10830	0
10831	0
10839	0
10845	0
10846	0
10847	0
10848	0
10849	0
10850	0
10906	0
10907	0
10908	0
10909	0
10910	0
10911	0
10912	0
10913	0
10920	0
10926	0
10927	0
10928	0
10929	0
10930	0
10931	0
10932	0
10933	1
10988	0
10989	0
10990	0
10991	0
10992	0
10993	0
10994	0
11008	0
11009	0
11010	0
11011	0
11012	0
11013	0
11014	0
11015	0
11069	0
11070	0
11071	0
11072	0
11073	0
11074	0
11075	0
11088	0
11089	0
11090	0
11091	0
11092	0
11094	0
11095	1
11151	0
11152	0
11153	0
11154	0
11155	0
11156	0
11170	0
11171	0
11172	0
11173	0
11174	0
11175	0
11176	0
11177	1
11233	0
11234	0
11235	0
11236	0
11237	0
11251	0
11252	0
11254	0
11255	0
11256	0
11257	0
11258	0
11314	0
11315	0
11316	0
11317	0
11332	0
11333	0
11334	0
11335	0
11336	0
11337	0
11338	0
11339	0
11396	0
11397	0
11398	0
11414	0
11415	0
11416	0
11417	0
11418	0
11419	0
11420	0
11478	0
11479	0
11496	0
11497	0
11498	0
11499	0
11500	0
11501	0
11502	0
11559	0
11577	0
11578	0
11579	0
11580	0
11581	0
11582	0
11583	0
11659	0
11660	0
11661	0
11662	0
11663	0
11741	0
11743	0
11744	0
11746	0
11824	0
11906	0
11908	0
11989	0
12070	0
19763	0
19764	0
19843	0
19844	0
19925	0
19926	0
59131	0
59212	0
59293	0
59455	0
78814	0
78893	0
78895	0
78974	0
78976	0
79055	0
79056	0
79057	0
79135	0
79136	0
79137	0
79138	0
79216	0
79217	0
79218	0
79219	0
79298	0
79299	0
79300	0
79378	0
79379	0
79380	0
79381	0
79460	0
79461	0
79462	0
79541	0
79542	0
79543	0
79621	0
79622	0
79623	0
79624	0
79679	0
79703	0
